uid;abstract_id;conference_acronym;conference_place;creators_json;creator_names;creators_amount;creators_group_type;creators_group_publication;groups_with_female;creators_with_female_YN;creators_with_female_amount;creators_with_male_amount;creators_group_interdisciplinary;title;format_type
22051;51;DHd 2022;Potsdam;[{'affiliation': 'Universität Tübingen, Germany', 'name': 'Göggelmann, Michael'}, {'affiliation': 'Universität Tübingen, Germany', 'name': 'Heiniger, Anna Katharina'}, {'affiliation': 'Universität Köln, Germany', 'name': 'Reiter, Nils', 'orcid': '0000-0003-3193-6170'}, {'affiliation': 'Universität Tübingen, Germany', 'name': 'Zirker, Angelika', 'orcid': '0000-0001-6819-3871'}];"Göggelmann, Michael;Heiniger, Anna Katharina;Reiter, Nils;Zirker, Angelika";4;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;2;2;Kleingruppe_INTER;Auf den Spuren einer altnordischen Saga-Ästhetik - Poetologische Aussagen in den Erzählerbemerkungen der Isländersagas;Vortrag
22052;52;DHd 2022;Potsdam;[{'affiliation': 'Julius-Maximilians-Universität Würzburg', 'name': 'Hagen, Thora', 'orcid': '0000-0002-3731-6397'}];Hagen, Thora;1;Single;Single_Vortrag;Single_WAHR;WAHR;1;0;Single_NICHT;Verwendung von Wissensgraphen zur inhaltlichen Ergänzung kleinerer Textkorpora;Vortrag
22053;53;DHd 2022;Potsdam;[{'affiliation': 'Forschungszentrum Gotha der Universität Erfurt', 'name': 'Dziudzia, Corinna'}, {'affiliation': 'The Open University, United Kingdom', 'name': 'Hall, Mark', 'orcid': '0000-0003-0081-4277'}];"Dziudzia, Corinna;Hall, Mark";2;Duo;Duo_Workshop;Duo_WAHR;WAHR;1;1;Duo_INTER;Repräsentativität in digitalen Archiven;Workshop
22054;54;DHd 2022;Potsdam;[{'affiliation': 'Universität Stuttgart, Germany', 'name': 'Heckelen, Malte'}, {'affiliation': 'Universität Stuttgart, Germany', 'name': 'Schlesinger, Claus-Michael'}, {'affiliation': 'Universität Stuttgart, Germany', 'name': 'Burkhard, Fabienne'}];"Heckelen, Malte;Schlesinger, Claus-Michael;Burkhard, Fabienne";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;DH2go - Lehr- und Lernumgebung für die Digital Humanities;Poster
22055;55;DHd 2022;Potsdam;[{'affiliation': 'Freie Universität Berlin, Germany', 'name': 'Krewet, Michael', 'orcid': '0000-0001-7807-6089'}, {'affiliation': 'Karlsruher Institut für Technologie, Germany', 'name': 'Ernst, Felix', 'orcid': '0000-0002-2102-4170'}, {'affiliation': 'Karlsruher Institut für Technologie, Germany', 'name': 'Götzelmann, Germaine', 'orcid': '0000-0003-3974-3728'}, {'affiliation': 'Technische Universität Darmstadt, Germany', 'name': 'Hegel, Philipp', 'orcid': '0000-0001-6867-1511'}, {'affiliation': 'Technische Universität Darmstadt, Germany', 'name': 'Schenk, Torsten'}, {'affiliation': 'Freie Universität Berlin, Germany', 'name': 'Söring, Sibylle', 'orcid': '0000-0002-1698-3289'}, {'affiliation': 'Karlsruher Institut für Technologie, Germany', 'name': 'Tonne, Danah', 'orcid': '0000-0001-6296-7282'}];"Krewet, Michael;Ernst, Felix;Götzelmann, Germaine;Hegel, Philipp;Schenk, Torsten;Söring, Sibylle;Tonne, Danah";7;Großgruppe;Großgruppe_Vortrag;Großgruppe_WAHR;WAHR;3;4;Großgruppe_INTER;Die Aktualität des Unzeitgemäßen;Vortrag
22056;56;DHd 2022;Potsdam;[{'affiliation': 'Rheinische Friedrich-Wilhelms-Universität Bonn, Deutschland', 'name': 'Borges, Rebekka'}, {'affiliation': 'Data Center for the Humanites (DCH), Universität zu Köln, Deutschland', 'name': 'Debbeler, Anke'}, {'affiliation': 'Data Center for the Humanites (DCH), Universität zu Köln, Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X'}];"Borges, Rebekka;Debbeler, Anke;Helling, Patrick";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;2;1;Kleingruppe_INTER;Der DHd Data Steward - Maßnahmen zur Entwicklung einer nachhaltigen Datenstrategie für die Digital Humanities im deutschsprachigen Raum;Poster
22057;57;DHd 2022;Potsdam;[{'affiliation': 'Data Center for the Humanities (DCH), Universität zu Köln, Deutschland', 'name': 'Rau, Felix', 'orcid': '0000-0003-4167-0601'}, {'affiliation': 'Data Center for the Humanities (DCH), Universität zu Köln, Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X'}];"Rau, Felix;Helling, Patrick";2;Duo;Duo_Poster;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;Der Dienstekatalog der AG Datenzentren - Ein digitales Verzeichnis für Forschungsdatenmanagement-Services in den Geisteswissenschaften;Poster
22058;58;DHd 2022;Potsdam;[{'affiliation': 'Institut für Deutsche Philologie, Lehrstuhl für Computerphilologie und neuere deutsche Literaturgeschichte, Universität Würzburg', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X'}, {'affiliation': 'Institut für Deutsche Philologie, Lehrstuhl für Comuterphilologie und neuere deutsche Literaturgeschichte, Universität Würzburg', 'name': 'Jung, Kerstin', 'orcid': '0000-0002-9548-8461'}, {'affiliation': 'Institut für Deutsche Philologie, Lehrstuhl für Comuterphilologie und neuere deutsche Literaturgeschichte, Universität Würzburg', 'name': 'Pielström, Steffen', 'orcid': '0000-0003-1016-2911'}];"Helling, Patrick;Jung, Kerstin;Pielström, Steffen";3;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Pragmatisches Forschungsdatenmanagement - qualitative und quantitative Analyse der Bedarfslandschaft in den Computational Literary Studies;Vortrag
22059;59;DHd 2022;Potsdam;[{'affiliation': 'Universität Rostock, Germany', 'name': 'Henny-Krahmer, Ulrike', 'orcid': '0000-0003-2852-065X'}, {'affiliation': 'Universität Paderborn, Germany', 'name': 'Stadler, Peter', 'orcid': '0000-0002-2544-1481'}];"Henny-Krahmer, Ulrike;Stadler, Peter";2;Duo;Duo_Vortrag;Duo_WAHR;WAHR;1;1;Duo_INTER;Nachhaltige Softwareentwicklung - Von der Inhouse-Lösung zur Open Source-Community am Beispiel von MerMEId;Vortrag
22060;60;DHd 2022;Potsdam;[{'affiliation': 'Universität Bielefeld, Germany', 'name': 'Herrmann, J. Berenike', 'orcid': '0000-0002-5256-0566'}, {'affiliation': 'Universität Bielefeld, Germany', 'name': 'Grisot, Giulia', 'orcid': '0000-0002-3038-6202'}];"Herrmann, J. Berenike;Grisot, Giulia";2;Duo;Duo_Vortrag;Duo_WAHR;WAHR;2;0;Duo_NICHT;Lieblingsgegenden, Fenster und Mauern - Zur emotionalen Enkodierung von Raum in Deutschschweizer Prosa zwischen 1850 und 1930;Vortrag
22061;61;DHd 2022;Potsdam;[{'affiliation': 'HSE University, Russian Federation', 'name': 'Heßbrüggen-Walter, Stefan', 'orcid': '0000-0002-9383-026X'}];Heßbrüggen-Walter, Stefan;1;Single;Single_Vortrag;Single_FALSCH;FALSCH;0;1;Single_NICHT;Data Cleaning als digitale Quellenkritik - VD17 und das Genre der katholischen Dissertation im Alten Reich;Vortrag
22062;62;DHd 2022;Potsdam;[{'affiliation': 'Universität Stuttgart, Institut für maschinelle Sprachverarbeitung', 'name': 'Blessing, André', 'orcid': '0000-0001-7573-578X'}, {'affiliation': 'Deutsches Literaturarchiv Marbach, Germany', 'name': 'Hess, Jan', 'orcid': '0000-0003-4162-2132'}, {'affiliation': 'Universität Stuttgart, Institut für maschinelle Sprachverarbeitung', 'name': 'Jung, Kerstin', 'orcid': '0000-0002-9548-8461'}];"Blessing, André;Hess, Jan;Jung, Kerstin";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;"""Ja, jetzt ist das langweilig. Aber in zwanzig Jahren!"" - Bereitstellung, Zugang und Analyse literarischer Blogs am Beispiel des Techniktagebuchs";Poster
22063;63;DHd 2022;Potsdam;[{'affiliation': 'Donau-Universität Krems, Austria', 'name': 'High-Steskal, Nicole', 'orcid': '0000-0002-9823-5507'}];High-Steskal, Nicole;1;Single;Single_Vortrag;Single_WAHR;WAHR;1;0;Single_NICHT;What's in a name? Die Rolle der Sprache zur Kultivierung von inklusiven Zugängen zu Kulturerbe;Vortrag
22064;64;DHd 2022;Potsdam;[{'affiliation': 'Staatsbibliothek zu Berlin – Preußischer Kulturbesitz', 'name': 'Baierer, Konstantin', 'orcid': '0000-0003-2397-242X'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Boenig, Matthias', 'orcid': '0000-0003-4615-4753'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel', 'name': 'Engl, Elisabeth'}, {'affiliation': 'Niedersächsische Staats- und Universitätsbibliothek Göttingen', 'name': 'Geestmann, Mareen'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel', 'name': 'Hinrichsen, Lena', 'orcid': '0000-0002-9286-2390'}, {'affiliation': 'Staatsbibliothek zu Berlin – Preußischer Kulturbesitz', 'name': 'Neudecker, Clemens', 'orcid': '0000-0001-5293-8322'}, {'affiliation': 'Niedersächsische Staats- und Universitätsbibliothek Göttingen', 'name': 'Pestov, Paul', 'orcid': '0000-0001-6093-572X'}, {'affiliation': 'Niedersächsische Staats- und Universitätsbibliothek Göttingen', 'name': 'Weidling, Michelle'}];"Baierer, Konstantin;Boenig, Matthias;Engl, Elisabeth;Geestmann, Mareen;Hinrichsen, Lena;Neudecker, Clemens;Pestov, Paul;Weidling, Michelle";8;Großgruppe;Großgruppe_Vortrag;Großgruppe_WAHR;WAHR;4;4;Großgruppe_INTER;Dokument, Transkription, Forschungsdatum - Technische und kulturelle Überlegungen für interdisziplinäre Transkriptionspraxis;Vortrag
22065;65;DHd 2022;Potsdam;[{'affiliation': 'Universität Trier, Germany', 'name': 'Hinzmann, Maria', 'orcid': '0000-0001-7199-1436'}, {'affiliation': 'Universität Trier, Germany', 'name': 'Schöch, Christof', 'orcid': '0000-0002-4557-2753'}, {'affiliation': 'Universität Trier, Germany', 'name': 'Dietz, Katharina', 'orcid': '0000-0001-7405-3656'}, {'affiliation': 'Universität Trier, Germany', 'name': 'Klee, Anne', 'orcid': '0000-0002-1532-2649'}, {'affiliation': 'Universität Trier, Germany', 'name': 'Erler-Fridgen, Katharina', 'orcid': '0000-0002-2061-2974'}, {'affiliation': 'Universität Trier, Germany', 'name': 'Röttgermann, Julia', 'orcid': '0000-0002-1918-8117'}, {'affiliation': 'Universität Trier, Germany', 'name': 'Steffes, Moritz', 'orcid': '0000-0002-4355-3209'}];"Hinzmann, Maria;Schöch, Christof;Dietz, Katharina;Klee, Anne;Erler-Fridgen, Katharina;Röttgermann, Julia;Steffes, Moritz";7;Großgruppe;Großgruppe_Poster;Großgruppe_WAHR;WAHR;5;2;Großgruppe_NICHT;"Linked Open Data für die Literaturgeschichtsschreibung - Das Projekt ""Mining and Modeling Text""";Poster
22066;66;DHd 2022;Potsdam;[{'affiliation': 'Klassik Stiftung Weimar, Forschungsverbund MWW', 'name': 'Alschner, Stefan', 'orcid': '0000-0001-8509-8171'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Forschungsverbund MWW', 'name': 'Baumgarten, Marcus', 'orcid': '0000-0003-0801-9462'}, {'affiliation': 'Universität Münster, Universitäts- und Landesbibliothek', 'name': 'Horstmann, Jan', 'orcid': '0000-0001-8047-2232'}, {'affiliation': 'Klassik Stiftung Weimar, Forschungsverbund MWW', 'name': 'Müller, Christiane', 'orcid': '0000-0003-2009-6882'}, {'affiliation': 'Universität Hamburg, Institut für Germanistik', 'name': 'Nantke, Julia', 'orcid': '0000-0002-8037-1009'}, {'affiliation': 'Trier Center for Digital Humanities (TCDH)', 'name': 'Weis, Joëlle', 'orcid': '0000-0002-0080-4362'}, {'affiliation': 'Leibniz-Institut für Europäische Geschichte (IEG)', 'name': 'Wübbena, Thorsten', 'orcid': '0000-0001-8172-6097'}];"Alschner, Stefan;Baumgarten, Marcus;Horstmann, Jan;Müller, Christiane;Nantke, Julia;Weis, Joëlle;Wübbena, Thorsten";7;Großgruppe;Großgruppe_Panel;Großgruppe_WAHR;WAHR;3;4;Großgruppe_INTER;Erinnern durch Vernetzen - Digitale Sammlungsforschung;Panel
22067;67;DHd 2022;Potsdam;[{'affiliation': 'Universität Bremen', 'name': 'Bateman, John'}, {'affiliation': 'Universität Marburg', 'name': 'Diecke, Josephine'}, {'affiliation': 'Universität Hannover', 'name': 'Ewerth, Ralph'}, {'affiliation': 'Bundesarchiv', 'name': 'Heftberger, Adelheid'}, {'affiliation': 'Universität Innsbruck, Austria', 'name': 'Howanitz, Gernot'}, {'affiliation': 'Universität Zürich', 'name': 'Spiegel, Simon'}, {'affiliation': 'Zürcher Hochschule der Künste', 'name': 'Loertscher, Miriam'}];"Bateman, John;Diecke, Josephine;Ewerth, Ralph;Heftberger, Adelheid;Howanitz, Gernot;Spiegel, Simon;Loertscher, Miriam";7;Großgruppe;Großgruppe_Panel;Großgruppe_WAHR;WAHR;3;4;Großgruppe_INTER;Kinetik und Methodik - Film als dynamische und multimodale Herausforderung für die DH;Panel
22068;68;DHd 2022;Potsdam;[{'affiliation': 'Österreichische Akademie der Wissenschaften, Austria', 'name': 'Illmayer, Klaus', 'orcid': '0000-0001-7253-996X'}, {'affiliation': 'Universitätsbibliothek Johann Christian Senckenberg', 'name': 'Tiefenbacher, Sara'}, {'affiliation': 'Universitätsbibliothek Johann Christian Senckenberg', 'name': 'Voß, Franziska'}, {'affiliation': 'Universitätsbibliothek Johann Christian Senckenberg', 'name': 'Beck, Julia'}, {'affiliation': 'Internationales Theater Institut Deutschland, Berlin / Mediathek für Tanz und Theater', 'name': 'Henninger, Christine'}, {'affiliation': 'Internationales Theater Institut Deutschland, Berlin / Mediathek für Tanz und Theater', 'name': 'Wittenbecher, Maxim'}];"Illmayer, Klaus;Tiefenbacher, Sara;Voß, Franziska;Beck, Julia;Henninger, Christine;Wittenbecher, Maxim";6;Großgruppe;Großgruppe_Poster;Großgruppe_WAHR;WAHR;4;2;Großgruppe_INTER;Mediatheken der Darstellenden Kunst digital vernetzen;Poster
22069;69;DHd 2022;Potsdam;[{'affiliation': 'SUB Göttingen, Germany', 'name': 'Jander, Melina', 'orcid': '0000-0003-1646-6836'}, {'affiliation': 'SUB Göttingen, Germany', 'name': 'Weimer, Lukas', 'orcid': '0000-0001-6919-3646'}];"Jander, Melina;Weimer, Lukas";2;Duo;Duo_Workshop;Duo_WAHR;WAHR;1;1;Duo_NICHT;FAIRes Datenmanagement mit dem DARIAH-DE Repository;Workshop
22070;70;DHd 2022;Potsdam;[{'affiliation': 'Universität Rostock, Germany', 'name': 'Henny-Krahmer, Ulrike', 'orcid': '0000-0003-2852-065X'}, {'affiliation': 'Universität Paderborn', 'name': 'Jettka, Daniel', 'orcid': '0000-0002-2375-2227'}];"Henny-Krahmer, Ulrike;Jettka, Daniel";2;Duo;Duo_Vortrag;Duo_WAHR;WAHR;1;1;Duo_INTER;Softwarezitation als Technik der Wissenschaftskultur - Vom Umgang mit Forschungssoftware in den Digital Humanities;Vortrag
22071;71;DHd 2022;Potsdam;[{'affiliation': 'German Historical Institute Washington DC', 'name': 'Keck, Jana', 'orcid': '0000-0002-9416-1256'}, {'affiliation': 'Universität Stuttgart, Institut für Maschinelle Sprachverarbeitung', 'name': 'Blessing, Andre', 'orcid': '0000-0001-7573-578X'}];"Keck, Jana;Blessing, Andre";2;Duo;Duo_Poster;Duo_WAHR;WAHR;1;1;Duo_INTER;Beyond Budweiser - Creating a Digital Archive of Popular German-American Newspaper Literature;Poster
22072;72;DHd 2022;Potsdam;[{'affiliation': 'Universität Potsdam, Germany', 'name': 'Kienbaum, Janna'}, {'affiliation': 'Leuphana Universität Lüneburg, Germany', 'name': 'Kreiseler, Sarah'}, {'affiliation': 'Fachhochschule Potsdam, Germany', 'name': 'Heidmann, Frank'}];"Kienbaum, Janna;Kreiseler, Sarah;Heidmann, Frank";3;Kleingruppe;Kleingruppe_Workshop;Kleingruppe_WAHR;WAHR;2;1;Kleingruppe_INTER;Wahrnehmungsstrukturen und User Experience des digitalen Kulturerbes - Ein Blick auf museale Online Sammlungen;Workshop
22073;73;DHd 2022;Potsdam;[{'affiliation': 'Deutsches Historisches Institut Moskau, Germany', 'name': 'Kindler, Sebastian', 'orcid': '0000-0002-9699-2360'}, {'affiliation': 'Deutsches Historisches Institut Moskau, Germany', 'name': 'Wolf, Katrin'}];"Kindler, Sebastian;Wolf, Katrin";2;Duo;Duo_Poster;Duo_WAHR;WAHR;1;1;Duo_NICHT;"""Das Puzzle zusammensetzen"" - Von analogen Dokumentensammlungen zu datenbankbasierten Biografien sowjetischer Kriegsgefangener des Zweiten Weltkriegs";Poster
22074;74;DHd 2022;Potsdam;[{'affiliation': 'Georg Eckert Institute for International Textbook Research. Member of the Leibniz Association', 'name': 'Klaes, Jan Sebastian', 'orcid': '0000-0003-3597-7017'}, {'affiliation': 'University of Würzburg Human-Computer Interaction, Germany', 'name': 'Korwisi, Kristof'}, {'affiliation': 'Georg Eckert Institute for International Textbook Research. Member of the Leibniz Association', 'name': 'Krüger, Katharina'}, {'affiliation': 'University of Würzburg Centre for Philology and Digitality, Germany', 'name': 'Reul, Christian'}, {'affiliation': 'Georg Eckert Institute for International Textbook Research. Member of the Leibniz Association', 'name': 'Towara, Nadine'}];"Klaes, Jan Sebastian;Korwisi, Kristof;Krüger, Katharina;Reul, Christian;Towara, Nadine";5;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;2;3;Kleingruppe_INTER;Volltexterkennung für historische Sammlungen mit OCR4all-libraries iterativ und partizipativ gestalten;Poster
22075;75;DHd 2022;Potsdam;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Wierzoch, Jan'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Klappenbach, Lou', 'orcid': '0000-0001-6587-3353'}];"Wierzoch, Jan;Klappenbach, Lou";2;Duo;Duo_Poster;Duo_WAHR;WAHR;1;1;Duo_NICHT;Die Preußische Monarchie visualisieren - Ein Bericht aus dem Werkzeugkasten;Poster
22076;76;DHd 2022;Potsdam;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Kelm, Holden'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Klappenbach, Lou', 'orcid': '0000-0001-6587-3353'}];"Kelm, Holden;Klappenbach, Lou";2;Duo;Duo_Poster;Duo_WAHR;WAHR;1;1;Duo_NICHT;Ein Thesaurus für die digitale Edition der Ästhetikvorlesungen von Friedrich Schleiermacher;Poster
22077;77;DHd 2022;Potsdam;[{'affiliation': 'Bauhaus-Universität Weimar, Germany', 'name': 'Klemstein, Franziska', 'orcid': '0000-0003-3137-6732'}];Klemstein, Franziska;1;Single;Single_Poster;Single_WAHR;WAHR;1;0;Single_NICHT;Text-Bild-Gefüge - Digital Humanities und der Diskurs der Moderne;Poster
22078;78;DHd 2022;Potsdam;[{'affiliation': 'KleioLab GmbH, Schweiz', 'name': 'Knecht, David'}, {'affiliation': 'LARHRA–CNRS/Université de Lyon/ENS, Frankreich', 'name': 'Beretta, Francesco'}, {'affiliation': 'Integrative Prähistorische und Naturwissenschaftliche Archäologie (IPNA), Universität Basel', 'name': 'Hotz, Gerhard'}];"Knecht, David;Beretta, Francesco;Hotz, Gerhard";3;Kleingruppe;Kleingruppe_Workshop;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;HISB vorgestellt: Eine virtuelle Arbeitsumgebung für die akademische Forschung wie auch die Digitalisierung von strukturierten Informationen aus Archivalien. Eine Anwendung der virtuellen Forschungsplattform Geovistory.;Workshop
22079;79;DHd 2022;Potsdam;[{'affiliation': 'Universität Regensburg, Germany', 'name': 'Knierim, Aenne'}, {'affiliation': 'Universität Regensburg, Germany', 'name': 'Achmann, Michael', 'orcid': '0000-0002-4754-7842'}, {'affiliation': 'Universität Regensburg, Germany', 'name': 'Wolff, Christian'}];"Knierim, Aenne;Achmann, Michael;Wolff, Christian";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Zeitgeschichte untersuchen - Topic Modeling von #blackouttuesday-Inhalten auf Instagram;Poster
22080;80;DHd 2022;Potsdam;[{'affiliation': 'Universität Göttingen, Germany', 'name': 'Kröncke, Merten', 'orcid': '0000-0003-2717-0598'}, {'affiliation': 'Universität Würzburg, Germany', 'name': 'Konle, Leonard', 'orcid': '0000-0001-5833-0414'}, {'affiliation': 'Universität Würzburg, Germany', 'name': 'Jannidis, Fotis', 'orcid': '0000-0001-6944-6113'}, {'affiliation': 'Universität Göttingen, Germany', 'name': 'Winko, Simone'}];"Kröncke, Merten;Konle, Leonard;Jannidis, Fotis;Winko, Simone";4;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;Genitivmetaphern in der Lyrik des Realismus und der frühen Moderne;Vortrag
22081;81;DHd 2022;Potsdam;[{'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Lange, Felix', 'orcid': '0000-0002-3201-3792'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Kuper, Heinz-Günter', 'orcid': '0000-0003-0743-3346'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Müller, Anja', 'orcid': '0000-0003-3185-7341'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Amrhein, Kilian', 'orcid': '0000-0003-3459-3898'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Klindt, Marco', 'orcid': '0000-0001-5198-2225'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Nowicki, Anna-Lena', 'orcid': '0000-0003-2323-5681'}];"Lange, Felix;Kuper, Heinz-Günter;Müller, Anja;Amrhein, Kilian;Klindt, Marco;Nowicki, Anna-Lena";6;Großgruppe;Großgruppe_Poster;Großgruppe_WAHR;WAHR;2;4;Großgruppe_NICHT;Who CAREs, really? Vom schwierigen Umgang mit digitalisierten Kulturgütern aus kolonialen Kontexten;Poster
22082;82;DHd 2022;Potsdam;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Arndt, Nadine', 'orcid': '0000-0002-2257-7236'}, {'affiliation': 'Bundesarchiv', 'name': 'Baddack, Cornelia'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Austria', 'name': 'Fischer-Nebmaier, Wladimir', 'orcid': '0000-0002-6725-9012'}, {'affiliation': 'Bundesarchiv', 'name': 'Gleixner, Sebastian'}, {'affiliation': 'Kommission für Geschichte des Parlamentarismus und der politischen Parteien e. V.', 'name': 'von Hindenburg, Barbara'}, {'affiliation': 'Kommission für Geschichte des Parlamentarismus und der politischen Parteien e. V.', 'name': 'Jüngerkes, Sven'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Austria', 'name': 'Kurz, Stephan'}, {'affiliation': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften', 'name': 'Schrott, Maximilian'}];"Arndt, Nadine;Baddack, Cornelia;Fischer-Nebmaier, Wladimir;Gleixner, Sebastian;von Hindenburg, Barbara;Jüngerkes, Sven;Kurz, Stephan;Schrott, Maximilian";8;Großgruppe;Großgruppe_Panel;Großgruppe_WAHR;WAHR;3;5;Großgruppe_INTER;Protokolle - Modellierung einer administrativen Textsorte;Panel
22083;83;DHd 2022;Potsdam;[{'affiliation': 'Berlin-Brandenburg. Akademie der Wissenschaften, Germany', 'name': 'Köster, Jan', 'orcid': '0000-0003-2713-5207'}, {'affiliation': 'Berlin-Brandenburg. Akademie der Wissenschaften, Germany', 'name': 'Franke, Claus', 'orcid': '0000-0003-3371-6163'}, {'affiliation': 'Berlin-Brandenburg. Akademie der Wissenschaften, Germany', 'name': 'Peter, Ulrike', 'orcid': '0000-0003-0954-4322'}];"Köster, Jan;Franke, Claus;Peter, Ulrike";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Corpus Nummorum - Eine digitale Forschungsinfrastruktur für antike Münzen;Poster
22084;84;DHd 2022;Potsdam;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Lampert, Marcus'}];Lampert, Marcus;1;Single;Single_Workshop;Single_FALSCH;FALSCH;0;1;Single_NICHT;Introduction to Docker;Workshop
22085;85;DHd 2022;Potsdam;[{'affiliation': 'Julius-Maximilians-Universität Würzburg, Germany', 'name': 'Langhanki, Florian', 'orcid': '0000-0001-6043-0350'}, {'affiliation': 'Julius-Maximilians-Universität Würzburg, Germany', 'name': 'Wehner, Maximilian', 'orcid': '0000-0003-1817-6955'}, {'affiliation': 'Staatsbibliothek zu Berlin – Preußischer Kulturbesitz', 'name': 'Baierer, Konstantin', 'orcid': '0000-0003-2397-242X'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel', 'name': 'Hinrichsen, Lena', 'orcid': '0000-0002-9286-2390'}, {'affiliation': 'Julius-Maximilians-Universität Würzburg, Germany', 'name': 'Reul, Christian'}];"Langhanki, Florian;Wehner, Maximilian;Baierer, Konstantin;Hinrichsen, Lena;Reul, Christian";5;Kleingruppe;Kleingruppe_Workshop;Kleingruppe_WAHR;WAHR;1;4;Kleingruppe_INTER;Flexibles Arbeiten mit OCR4all - Massenvolltextdigitalisierung von Drucken mithilfe von OCR-D und hochqualitative Transkription von Handschriften;Workshop
22086;86;DHd 2022;Potsdam;[{'affiliation': 'Universität Graz, Austria', 'name': 'Lang, Sarah', 'orcid': '0000-0002-4618-9481'}];Lang, Sarah;1;Single;Single_Vortrag;Single_WAHR;WAHR;1;0;Single_NICHT;Mithilfe von Machine Reasoning alchemische Decknamen entschlüsseln;Vortrag
22087;87;DHd 2022;Potsdam;"[{'affiliation': 'Universität Potsdam; Medizinische Hochschule Brandenburg, Germany', 'name': 'Laubrock, Jochen', 'orcid': '0000-0002-0798-8977'}, {'affiliation': 'Universität Bremen', 'name': 'Tseng, Chiao-I'}]";"Laubrock, Jochen;Tseng, Chiao-I";2;Duo;Duo_Vortrag;Duo_WAHR;WAHR;1;1;Duo_INTER;Empirische Aufmerksamkeitseffekte multimodaler Kohäsion im Film;Vortrag
22088;88;DHd 2022;Potsdam;[{'affiliation': 'BBAW, Germany', 'name': 'Lecroq, Axelle'}];Lecroq, Axelle;1;Single;Single_Poster;Single_WAHR;WAHR;1;0;Single_NICHT;Entdeckung der Korrespondenz Alexander von Humboldts durch Such- und Visualisierungsfunktionen;Poster
22089;89;DHd 2022;Potsdam;[{'affiliation': 'FAU Erlangen-Nürnberg, Germany', 'name': 'Leyrer, Katharina', 'orcid': '0000-0002-3051-0621'}];Leyrer, Katharina;1;Single;Single_Doctoral Consortium;Single_WAHR;WAHR;1;0;Single_NICHT;Selektion und Nutzer*innen-Position in traditionellen und Internet-Informationsintermediären;Doctoral Consortium
