uid;abstract_id;conference_acronym;conference_place;creators_json;creator_names;creators_amount;creators_group_type;creators_group_publication;groups_with_female;creators_with_female_YN;creators_with_female_amount;creators_with_male_amount;creators_group_interdisciplinary;title;format_type
20037;37;DHd 2020;Paderborn;[{'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Horstmann, Jan'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Flüh, Marie'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Petris, Marco'}];"Horstmann, Jan;Flüh, Marie;Petris, Marco";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Routinen, Ressourcen und Tools der digitalen Texterforschung. Ein einfacher Einstieg;Poster
20038;38;DHd 2020;Paderborn;[{'affiliation': 'KU Eichstätt - Ingolstadt', 'name': 'Dziudzia, Corinna'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg', 'name': 'Hall, Mark'}];"Dziudzia, Corinna;Hall, Mark";2;Duo;Duo_Vortrag;Duo_WAHR;WAHR;1;1;Duo_INTER;Die Kanonfrage 2.0;Vortrag
20039;39;DHd 2020;Paderborn;[{'affiliation': 'Universität Graz, Österreich', 'name': 'Bürgermeister, Martina'}, {'affiliation': 'Stadtarchiv Graz', 'name': 'Holzer, Matthias'}, {'affiliation': 'GrazMuseum', 'name': 'Nussmüller, Antonia'}, {'affiliation': 'Universität Graz, Österreich', 'name': 'Scheuermann, Leif'}, {'affiliation': 'Universität Graz, Österreich', 'name': 'Sonnberger, Jakob'}];"Bürgermeister, Martina;Holzer, Matthias;Nussmüller, Antonia;Scheuermann, Leif;Sonnberger, Jakob";5;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;2;3;Kleingruppe_INTER;Becoming Urban: Ein Spiel mit Räumen;Poster
20040;40;DHd 2020;Paderborn;[{'affiliation': 'Universität Würzburg, Deutschland', 'name': 'Wick, Christoph'}, {'affiliation': 'Universität Würzburg, Deutschland', 'name': 'Hartelt, Alexander'}, {'affiliation': 'Universität Würzburg, Deutschland', 'name': 'Puppe, Frank'}];"Wick, Christoph;Hartelt, Alexander;Puppe, Frank";3;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;OMMR4all - ein semiautomatischer Online-Editor für mittelalterliche Musiknotationen;Vortrag
20041;41;DHd 2020;Paderborn;[{'affiliation': 'Universität Stuttgart, Deutschland', 'name': 'Keck, Jana'}, {'affiliation': 'Centre for Contemporary and Digital History (C2DH) Luxembourg University', 'name': 'Bunout, Estelle'}, {'affiliation': 'Centre for Contemporary and Digital History (C2DH) Luxembourg University', 'name': 'Düring, Marten'}, {'affiliation': 'Leopoldina – Nationale Akademie der Wissenschaften', 'name': 'Roeder, Torsten'}, {'affiliation': 'Universität Innsbruck, Österreich', 'name': 'Oberbichler, Sarah'}, {'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Wehrheim, Lino'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Liebl, Bernhard'}];"Keck, Jana;Bunout, Estelle;Düring, Marten;Roeder, Torsten;Oberbichler, Sarah;Wehrheim, Lino;Liebl, Bernhard";7;Großgruppe;Großgruppe_Panel;Großgruppe_WAHR;WAHR;3;4;Großgruppe_INTER;What's in the news? (Erfolgs-)Rezepte für das wissenschaftliche Arbeiten mit digitalisierten Zeitungen;Panel
20042;42;DHd 2020;Paderborn;[{'affiliation': 'Otto-Friedrich-Universität Bamberg, Deutschland', 'name': 'Jegan, Robin'}, {'affiliation': 'Otto-Friedrich-Universität Bamberg, Deutschland', 'name': 'Gradl, Tobias'}, {'affiliation': 'Otto-Friedrich-Universität Bamberg, Deutschland', 'name': 'Henrich, Andreas'}];"Jegan, Robin;Gradl, Tobias;Henrich, Andreas";3;Kleingruppe;Kleingruppe_Poster;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;Anforderungen an das Forschungsdatenmanagement an einer mittelgroßen Universität und Konzeption einer prototypischen Lösung;Poster
20043;43;DHd 2020;Paderborn;[{'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Horstmann, Jan'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Meister, Jan Christoph'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Petris, Marco'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Schumacher, Mareike'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Flüh, Marie'}];"Horstmann, Jan;Meister, Jan Christoph;Petris, Marco;Schumacher, Mareike;Flüh, Marie";5;Kleingruppe;Kleingruppe_Workshop;Kleingruppe_WAHR;WAHR;2;3;Kleingruppe_NICHT;Annotieren, Analysieren, Visualisieren – Einführung in CATMA 6;Workshop
20044;44;DHd 2020;Paderborn;[{'affiliation': 'Bergische Universität Wuppertal, Deutschland', 'name': 'Sahle, Patrick'}];Sahle, Patrick;1;Single;Single_Vortrag;Single_FALSCH;FALSCH;0;1;Single_NICHT;Wie wir lesen könnten. StreamreaderPS 0.1;Vortrag
20045;45;DHd 2020;Paderborn;[{'affiliation': 'Lehrstuhl Medieninformatik, Universität Regensburg, Deutschland', 'name': 'Ortloff, Anna-Marie'}, {'affiliation': 'Lehrstuhl Medieninformatik, Universität Regensburg, Deutschland', 'name': 'Windl, Maximiliane'}, {'affiliation': 'Lehrstuhl Medieninformatik, Universität Regensburg, Deutschland', 'name': 'Güntner, Lydia'}, {'affiliation': 'Lehrstuhl Medieninformatik, Universität Regensburg, Deutschland', 'name': 'Schmidt, Thomas'}];"Ortloff, Anna-Marie;Windl, Maximiliane;Güntner, Lydia;Schmidt, Thomas";4;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;3;1;Kleingruppe_INTER;BeyondTheNotes: Ein Tool zur quantitativen Analyse in den digitalen Musikwissenschaften;Poster
20046;46;DHd 2020;Paderborn;[{'affiliation': 'Hochschule Mainz, Deutschland', 'name': 'Homburg, Timo'}, {'affiliation': 'Mainzer Zentrum für Digitalität in den Geistes- und Kulturwissenschaften, Deutschland', 'name': 'Thiery, Florian'}];"Homburg, Timo;Thiery, Florian";2;Duo;Duo_Poster;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Linked Ogham Stones – Semantische Modellierung und prototypische Analyse irischer Ogham-Inschriften;Poster
20047;47;DHd 2020;Paderborn;[{'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Adelmann, Benedikt'}, {'affiliation': 'Technische Universität Darmstadt, Deutschland', 'name': 'Gius, Evelyn'}];"Adelmann, Benedikt;Gius, Evelyn";2;Duo;Duo_Poster;Duo_WAHR;WAHR;1;1;Duo_INTER;Korpusbereinigung für größere Textmengen. Eine (kurze) Problematisierung und ein Lösungsansatz für Duplikate;Poster
20048;48;DHd 2020;Paderborn;[{'affiliation': 'Technische Universität Darmstadt, Deutschland', 'name': 'Gius, Evelyn'}];Gius, Evelyn;1;Single;Single_Vortrag;Single_WAHR;WAHR;1;0;Single_NICHT;Computationelle Textanalyse als fünfdimensionales Problem;Vortrag
20049;49;DHd 2020;Paderborn;[{'affiliation': 'HSE University, Russland', 'name': 'Heßbrüggen-Walter, Stefan'}];Heßbrüggen-Walter, Stefan;1;Single;Single_Vortrag;Single_FALSCH;FALSCH;0;1;Single_NICHT;Positivismus der geistigen Gegenstände: Carnap und die Digital Humanities;Vortrag
20050;50;DHd 2020;Paderborn;[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Capelle, Irmlind'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Richts, Kristina'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Schilke, Elena'}];"Capelle, Irmlind;Richts, Kristina;Schilke, Elena";3;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;3;0;Kleingruppe_INTER;Theatre-Tool: Erschließung, Verknüpfung und Web-Präsentation von Theater- und Musikbeständen mit unterschiedlichen Quellentypen;Vortrag
20051;51;DHd 2020;Paderborn;[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Veit, Joachim'}];Veit, Joachim;1;Single;Single_Vortrag;Single_FALSCH;FALSCH;0;1;Single_NICHT;Würgegriff oder Rettungsanker? – Interpretationsspielräume handschriftlicher (Musik-)Quellen im digitalen Kontext;Vortrag
20052;52;DHd 2020;Paderborn;[{'affiliation': 'Universität Heidelberg, Deutschland', 'name': 'Willand, Marcus'}, {'affiliation': 'Universität Heidelberg, Deutschland Universität Stuttgart', 'name': 'Krautter, Benjamin'}, {'affiliation': 'Universität Stuttgart', 'name': 'Pagel, Janis'}, {'affiliation': 'Universität Stuttgart Universität zu Köln', 'name': 'Reiter, Nils'}];"Willand, Marcus;Krautter, Benjamin;Pagel, Janis;Reiter, Nils";4;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;Passive Präsenz tragischer Hauptfiguren im Drama;Vortrag
20053;53;DHd 2020;Paderborn;[{'affiliation': 'Leibniz-Institut für Deutsche Sprache, Mannheim', 'name': 'Brunner, Annelen'}, {'affiliation': 'Julius-Maximilians-Universität Würzburg, Deutschland', 'name': 'Jannidis, Fotis'}, {'affiliation': 'Leibniz-Institut für Deutsche Sprache, Mannheim', 'name': 'Tu, Ngoc Duyen Tanja'}, {'affiliation': 'Julius-Maximilians-Universität Würzburg, Deutschland', 'name': 'Weimer, Lukas'}];"Brunner, Annelen;Jannidis, Fotis;Tu, Ngoc Duyen Tanja;Weimer, Lukas";4;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;2;2;Kleingruppe_INTER;Redewiedergabe in Heftromanen und Hochliteratur;Vortrag
20054;54;DHd 2020;Paderborn;[{'affiliation': 'Ella Media GmbH', 'name': 'Saef, Nasrin'}, {'affiliation': 'Universität Trier, Deutschland', 'name': 'Schöch, Christian'}, {'affiliation': 'Universität Würzburg, Deutschland', 'name': 'Henny-Krahmer, Ulrike'}, {'affiliation': 'Universität Bern, Schweiz', 'name': 'Hodel, Tobias'}];"Saef, Nasrin;Schöch, Christian;Henny-Krahmer, Ulrike;Hodel, Tobias";4;Kleingruppe;Kleingruppe_Panel;Kleingruppe_WAHR;WAHR;2;2;Kleingruppe_INTER;Maschinelles Lernen in den Geisteswissenschaften. Systemische und epistemologische Konsequenzen einer neuen Technologie;Panel
20055;55;DHd 2020;Paderborn;[{'affiliation': 'Leibniz-Institut für Geschichte und Kultur des östlichen Europa (GWZO), Deutschland', 'name': 'Kunze, Kristina'}];Kunze, Kristina;1;Single;Single_Poster;Single_WAHR;WAHR;1;0;Single_NICHT;Digitalisierung und Erschließung arkaner Quellen im Virtuellen Archiv 'Sachsen und das östliche Europa';Poster
20056;56;DHd 2020;Paderborn;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland', 'name': 'Boenig, Matthias'}, {'affiliation': 'Herzog-August-Bibliothek Wolfenbüttel, Deutschland', 'name': 'Engl, Elisabeth'}, {'affiliation': 'Staatsbibliothek zu Berlin - Preußischer Kulturbesitz, Deutschland', 'name': 'Baierer, Konstantin'}, {'affiliation': 'Karlsruher Institut für Technologie', 'name': 'Hartmann, Volker'}, {'affiliation': 'Staatsbibliothek zu Berlin - Preußischer Kulturbesitz, Deutschland', 'name': 'Neudecker, Clemens'}];"Boenig, Matthias;Engl, Elisabeth;Baierer, Konstantin;Hartmann, Volker;Neudecker, Clemens";5;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_WAHR;WAHR;1;4;Kleingruppe_INTER;Volltexttransformation frühneuzeitlicher Drucke – Ergebnisse und Perspektiven des OCR-D-Projekts;Vortrag
20057;57;DHd 2020;Paderborn;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland', 'name': 'Neuber, Frederike'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Schaßen, Thorsten'}, {'affiliation': 'Akademie der Wissenschaften und der Literatur Mainz, Deutschland', 'name': 'Kasper, Dominik'}, {'affiliation': 'Textloop', 'name': 'Gödel, Martina'}, {'affiliation': 'ULB Darmstadt, FH Potsdam', 'name': 'Stäcker, Thomas'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland', 'name': 'Neuber, Frederike'}];"Neuber, Frederike;Schaßen, Thorsten;Kasper, Dominik;Gödel, Martina;Stäcker, Thomas;Neuber, Frederike";6;Großgruppe;Großgruppe_Panel;Großgruppe_WAHR;WAHR;3;3;Großgruppe_INTER;Altbausanierung mit Niveau – die Digitalisierung gedruckter Editionen;Panel
20058;58;DHd 2020;Paderborn;[{'affiliation': 'Computational Humanities Group, Universität Leipzig', 'name': 'Luhmann, Jan'}, {'affiliation': 'Computational Humanities Group, Universität Leipzig', 'name': 'Burghardt, Manuel'}, {'affiliation': 'Computational Humanities Group, Universität Leipzig', 'name': 'Tiepmar, Jochen'}];"Luhmann, Jan;Burghardt, Manuel;Tiepmar, Jochen";3;Kleingruppe;Kleingruppe_Vortrag;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;SubRosa – Multi-Feature-Ähnlichkeitsvergleiche von Untertiteln;Vortrag
20059;59;DHd 2020;Paderborn;[{'affiliation': 'Universität Wien, Österreich', 'name': 'Seltmann, Melanie E.-H.'}];Seltmann, Melanie E.-H.;1;Single;Single_Doctoral Consortium;Single_WAHR;WAHR;1;0;Single_NICHT;Annotation of Non-Standard Varieties;Doctoral Consortium
20060;60;DHd 2020;Paderborn;[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Thielert, Frauke'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Haaf, Susanne'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Schuster, Britt-Marie'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Georgi, Christopher'}];"Thielert, Frauke;Haaf, Susanne;Schuster, Britt-Marie;Georgi, Christopher";4;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;3;1;Kleingruppe_INTER;Merkmale registrieren oder textuelle Phänomene identifizieren? Zur Vereinbarkeit von automatischer und manueller Textsortenanalyse;Poster
20061;61;DHd 2020;Paderborn;[{'affiliation': 'Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg, Marburg', 'name': 'Rosenkötter, Martha'}, {'affiliation': 'Deutsche Nationalbibliothek Arbeitsstelle für Standardisierung, Leipzig', 'name': 'Fischer, Barbara'}];"Rosenkötter, Martha;Fischer, Barbara";2;Duo;Duo_Poster;Duo_WAHR;WAHR;2;0;Duo_INTER;Normdaten der Faktenanker für Qualität im semantischen Retrieval. Der Ausbau der Gemeinsamen Normdatei (GND) im Projekt GND für Kulturdaten (GND4C).;Poster
20062;62;DHd 2020;Paderborn;[{'affiliation': 'IT-Gruppe Geisteswissenschaften, Ludwig-Maximilians-Universität München, Deutschland', 'name': 'Schulz, Julian'}, {'affiliation': 'Institut für Kunstgeschichte, Ludwig-Maximilians-Universität München, Deutschland', 'name': 'Schneider, Stefanie'}, {'affiliation': 'IT-Gruppe Geisteswissenschaften, Ludwig-Maximilians-Universität München, Deutschland', 'name': 'Cakir, Osman'}, {'affiliation': 'Munich Research', 'name': 'Kohl, Linus'}, {'affiliation': 'Institut für Kunstgeschichte, Ludwig-Maximilians-Universität München, Deutschland', 'name': 'Reißer, Alexandra'}];"Schulz, Julian;Schneider, Stefanie;Cakir, Osman;Kohl, Linus;Reißer, Alexandra";5;Kleingruppe;Kleingruppe_Poster;Kleingruppe_WAHR;WAHR;2;3;Kleingruppe_INTER;Schmankerl Time Machine. Rechnerisch-explorative Zugänge zur Gastronomie in München;Poster
20063;63;DHd 2020;Paderborn;[{'affiliation': 'Computational Humanities Group, Universität Leipzig', 'name': 'Burghardt, Manuel'}, {'affiliation': 'Computational Humanities Group, Universität Leipzig', 'name': 'Liebl, Bernhard'}];"Burghardt, Manuel;Liebl, Bernhard";2;Duo;Duo_Vortrag;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;"'""The Vectorian' – Eine parametrisierbare Suchmaschine für intertextuelle Referenzen""";Vortrag
